BirdID,RecA Time,RecA End,nsk
frye3,1172.794944714552,1174.451413433706,1
frye3,1506.6860160957926,1508.6736436917927,1
frye3,1511.804158539293,1513.0945898624598,1
frye3,1516.4713401816746,1518.0959381717746,1
frye3,1519.9310917474202,1521.3958538358368,1
frye3,1524.5286139623038,1526.1850826814577,1
frye3,1528.7057648457005,1530.352446169034,1
frye3,1532.934184880424,1534.6093677287574,1
frye3,1538.5069390802828,1540.481813452192,1
frye3,1543.684956524318,1544.9753878474849,1
frye3,1547.5626646550534,1549.2156029936534,1
frye1,1551.026634414393,1552.801131901993,1
frye3,1551.2081746941276,1552.6729367825442,1
frye3,1555.6220080212518,1557.051153749835,1
frye1,1555.97365445333,1557.4567912914838,1
frye3,1559.636965421414,1561.293434140568,1
frye1,1559.7604334237217,1561.4573555343218,1
frye1,1564.0815431690762,1565.7954926481596,1
frye3,1564.2809272546294,1565.9561101029628,1
frye3,1568.4671863221301,1569.84774484163,1
frye1,1568.936983689394,1570.5783153477942,1
frye1,1572.5146767043652,1574.2891741919652,1
frye3,1572.9265774057699,1574.901451777679,1
frye1,1577.04487240514,1578.7719976144733,1
frye3,1579.9542984417321,1581.244729764899,1
frye1,1582.4114119275966,1584.12536140668,1
frye3,1585.201975313266,1586.85844403242,1
frye1,1587.0809982653186,1588.7066264059185,1
frye3,1589.4744201998244,1591.1496030481578,1
frye1,1591.1697902824285,1592.8621764537363,1
frye3,1593.7468650863827,1595.3998034249828,1
frye1,1595.1656552082404,1596.9401526958404,1
frye3,1598.1818486371037,1599.6466107255203,1
frye1,1600.1837181383296,1601.8250497967297,1
frye3,1602.3834307494144,1603.812576477998,1
frye1,1603.7846429261251,1605.4985924052085,1
frye3,1605.7979460435772,1607.4544147627312,1
frye1,1608.3380703997243,1610.1125678873243,1
frye3,1610.9063040601143,1612.5814869084477,1
frye1,1612.8450343276752,1614.4706624682751,1
frye3,1616.0458670681553,1617.6704650582553,1
frye1,1616.2601049328748,1617.987230142208,1
frye3,1619.706611734058,1621.1713738224746,1
frye1,1620.697373542352,1622.4113230214352,1
frye3,1624.0052583251618,1625.651939648495,1
frye1,1624.995251514882,1626.7189267092456,1
frye3,1628.4604797896695,1629.7509111128363,1
frye1,1629.4325201243591,1631.2070176119591,1
frye3,1632.2685284929064,1633.9214668315065,1
frye1,1634.4505830544483,1636.1475051650484,1
frye3,1637.0458672013553,1638.7210500496888,1
frye1,1639.1201693921705,1640.8341188712538,1
frye1,1643.650365092945,1645.3774903022784,1
frye3,1645.0626433434154,1646.7191120625694,1
frye1,1648.9936728425776,1650.6350045009776,1
frye1,1652.153193946708,1653.927691434308,1
frye3,1654.466666055677,1656.4415404275862,1
frye1,1656.9854026942012,1658.7090778885647,1
frye3,1658.7565272686097,1660.403208591943,1
frye1,1660.841876983066,1662.5558264621493,1
frye3,1662.3381813629776,1663.6286126861444,1
frye1,1665.4649997751392,1666.948136613293,1
frye3,1665.6854616221376,1667.1146073507211,1
frye1,1668.601289106445,1670.3284143157782,1
frye3,1670.2329164794442,1671.8893851985981,1
frye1,1673.0617894887464,1674.6874176293463,1
frye3,1674.8304386943275,1676.2952007827441,1
frye1,1676.9647273232604,1678.7392248108604,1
frye3,1678.761603494934,1680.4082848182675,1
frye1,1681.8433996164028,1683.540321727003,1
frye3,1682.3072172458048,1683.9824000941383,1
frye1,1686.1645093617574,1687.8784588408407,1
frye3,1690.0394136981088,1691.6923520367088,1
frye1,1691.0199498820753,1692.503086720229,1
frye3,1694.195759538837,1695.4861908620037,1
frye1,1694.6441064426954,1696.3712316520287,1
frye3,1697.9573686237416,1699.5819666138416,1
frye1,1699.1743021434704,1700.9487996310704,1
frye3,1702.7638691211198,1704.2286312095364,1
frye1,1703.6580342985965,1705.2993659569966,1
frye3,1707.7209948851405,1709.150140613724,1
frye1,1708.072071135249,1709.7860206143323,1
frye3,1711.6802758408935,1713.3367445600475,1
frye1,1712.6951939273222,1714.4696914149222,1
frye3,1716.881513094095,1718.5566959424284,1
frye1,1717.2718531737462,1718.9955283681097,1
frye3,1721.618354163975,1723.271292502575,1
frye1,1721.8252806473456,1723.552405856679,1
frye3,1725.7747000047032,1727.06513132787,1
frye1,1725.8211455731575,1727.5008509180666,1
frye1,1729.4453021337774,1731.2197996213774,1
frye3,1731.347454204562,1732.972052194662,1
frye1,1733.4876306052383,1735.1845527158384,1
frye3,1735.0394038619681,1736.5041659503847,1
frye1,1739.0400243102908,1740.681355968691,1
frye3,1740.0826673420568,1741.51181307064,1
frye1,1742.4550949154905,1744.1690443945738,1
frye3,1744.791723711721,1746.448192430875,1
frye1,1746.9620588434411,1748.587686984041,1
frye3,1748.901629934117,1750.5768127824504,1
frye1,1750.586215404061,1752.3133406133943,1
frye3,1753.38305310317,1754.7636116226697,1
frye1,1754.9073251494158,1756.6818226370158,1
frye3,1757.0053433330781,1758.9802177049874,1
frye1,1759.739533896909,1761.4319200682169,1
frye3,1762.369119250442,1763.8338813388586,1
frye1,1764.1071071879128,1765.5091172385128,1
frye3,1767.8954338319688,1769.5483721705689,1
frye1,1768.0100450224263,1769.6513766808264,1
frye1,1772.075605266712,1773.7895547457954,1
frye3,1772.376857001022,1773.6672883241888,1
frye1,1776.2573243751197,1777.9542464857198,1
frye3,1776.3885015248738,1777.8176472534574,1
frye3,1779.923294979997,1781.579763699151,1
frye1,1780.8107518487193,1782.293888686873,1
frye1,1783.9005776343758,1785.6750751219759,1
frye3,1786.703479256492,1788.3786621048255,1
frye1,1788.8489452459917,1790.5413314172995,1
frye1,1792.77511485333,1794.5022400626633,1
frye3,1794.5053351362944,1796.1520164596277,1
frye1,1797.769946010595,1799.395574151195,1
frye3,1798.0636285955254,1800.0385029674346,1
frye1,1801.347639025566,1803.122136513166,1
frye3,1804.0951163218847,1805.3855476450515,1
frye1,1806.8071056393203,1808.4484372977204,1
frye3,1809.2731337659202,1810.9260721045202,1
frye1,1810.8029705651325,1812.5169200442158,1
frye3,1813.0579626599908,1814.7331455083242,1
frye1,1815.4260933572052,1816.909230195359,1
frye3,1817.5393858290438,1819.0041479174604,1
frye1,1819.050249917825,1820.7471720284252,1
frye3,1821.742171288104,1823.3986400072579,1
frye1,1823.022883070813,1824.797380558413,1
frye3,1826.8737491138072,1828.164180436974,1
frye1,1827.3904563618164,1829.0317880202165,1
frye1,1830.2015008735796,1831.915450352663,1
frye3,1831.891039625303,1833.3201853538862,1
frye1,1835.1266367123703,1836.8503119067339,1
frye3,1836.0687935435742,1837.7252622627282,1
frye1,1838.3093895893253,1839.9890949342343,1
frye1,1841.2598247380356,1842.9869499473689,1
frye1,1845.627398029039,1847.4018955166391,1
frye1,1849.6697265005,1851.3110581589,1
frye1,1854.060531564328,1855.757453674928,1
frye1,1858.590727265103,1860.2163554057029,1
frye1,1862.2845791441964,1864.0117043535297,1
frye1,1867.0470925732163,1868.7610420522997,1
frye3,1870.7824082468612,1872.4575910951946,1
frye1,1871.3449705457465,1873.06864574011,1
frye1,1875.898398019346,1877.672895506946,1
frye3,1878.212747180006,1879.8656855186061,1
frye1,1881.5901823613456,1883.2698877062546,1
frye3,1881.9046968374125,1883.3694589258291,1
frye1,1885.1214118306675,1886.8485370400008,1
frye3,1888.3830235947482,1890.0394923139022,1
frye1,1889.512216894496,1891.1535485528962,1
frye1,1893.6242406844297,1895.3987381720297,1
frye3,1894.605932451257,1896.2811152995905,1
frye1,1899.1766343894824,1900.5891347279826,1
frye3,1899.2082991221323,1901.1831734940415,1
frye1,1903.1957310881187,1904.909680567202,1
frye3,1906.9588709276109,1908.2493022507776,1
frye1,1907.0754371498083,1908.7010652904082,1
frye1,1910.931911438673,1912.6590366480063,1
frye3,1911.1616563866708,1912.8145947252708,1
frye3,1915.5037607007275,1916.9685227891441,1
frye1,1915.6247295492196,1917.3992270368196,1
frye1,1920.0619981586965,1921.7417035036055,1
frye3,1920.7746573814272,1922.2038031100105,1
frye1,1923.7326182649656,1925.4295403755657,1
frye1,1927.101225324516,1928.8151748035993,1
frye3,1930.3876583761837,1932.0628412245171,1
frye1,1932.978863849112,1934.620195507512,1
frye3,1935.890753148544,1937.547221867698,1
frye1,1938.04339032485,1939.81788781245,1
frye1,1942.7362084353963,1944.3618365759962,1
frye3,1943.1585534175267,1944.6233155059433,1
frye1,1947.289635908996,1949.0167611183292,1
frye3,1951.8195422364738,1953.466223559807,1
frye1,1953.5157510259585,1955.2297005050418,1
frye3,1956.2777455963608,1957.5681769195276,1
frye1,1958.0459467267333,1959.7256520716423,1
frye1,1960.6014417374272,1962.3251169317907,1
frye3,1961.1539055212372,1962.7785035113372,1
frye1,1964.6205384360635,1966.3476636453968,1
frye1,1967.6174371304223,1969.2430652710223,1
frye1,1971.613302056234,1973.387799543834,1
frye1,1976.7939873960947,1978.4353190544948,1
frye3,1977.8025086933153,1979.4776915416487,1
frye1,1981.3474148696944,1983.0613643487777,1
frye3,1981.7963158698808,1983.4492542084809,1
frye1,1985.4826704324528,1987.2063456268163,1
frye3,1986.0919805656051,1987.5567426540217,1
frye3,1990.2947660246653,1991.7239117532486,1
frye1,1992.7542153265176,1994.481340535851,1
frye3,1994.7529693845524,1996.4094381037064,1
frye1,1999.0035622163048,2000.6832675612138,1
frye3,1999.4433708361,2001.1185536844334,1
frye1,2001.8843020465413,2003.6587995341413,1
frye3,2004.6524631536665,2006.6273375255757,1
frye1,2004.8579689680755,2006.4993006264756,1
frye3,2009.822625533337,2011.1130568565038,1
frye1,2010.5265215372503,2012.2234436478504,1
frye3,2014.5130269848846,2016.1659653234847,1
frye1,2015.4748891488664,2017.1005172894663,1
frye3,2019.4588463372593,2020.9236084256759,1
frye1,2019.935389531168,2021.6625147405014,1
frye3,2024.033148742977,2025.6896174621309,1
frye1,2024.3726581406447,2026.086607619728,1
frye1,2028.7169996588243,2030.4406748531878,1
frye3,2031.4170480577895,2033.092230906123,1
frye3,2036.223548555168,2037.8702298785015,1
frye1,2038.9622114744232,2040.7367089620232,1
frye3,2040.1941359225673,2041.8187339126673,1
frye1,2042.958076400235,2044.6377817451441,1
frye3,2045.139955274942,2046.4303865981087,1
frye1,2047.9761393303245,2049.6174709887246,1
frye3,2049.7374774898253,2051.3904158284254,1
frye1,2054.9921347233194,2056.7060842024025,1
frye3,2055.3566713080163,2057.0318541563497,1
frye1,2059.3132444686744,2060.9388726092743,1
frye3,2060.279366743205,2062.2542411151144,1
frye1,2064.51716158136,2066.2442867906934,1
frye3,2066.3628608527374,2067.827622941154,1
frye1,2069.4655291929757,2071.1892043873395,1
frye3,2073.305583793395,2074.962052512549,1
frye1,2074.0886519850483,2075.8631494726483,1
frye3,2079.804748419392,2081.2338941479757,1
frye3,2084.3349931472817,2086.010175995615,1
frye1,2088.473155418012,2090.170077528612,1
frye1,2091.117541465397,2092.8314909444803,1
frye3,2091.138397232943,2092.791335571543,1
frye1,2094.369989660825,2096.011321319225,1
frye3,2096.478953341141,2097.9437154295574,1
frye1,2097.785060266025,2099.559557753625,1
frye1,2101.385985053821,2103.06569039873,1
frye3,2102.051707541,2103.708176260154,1
frye1,2104.336420202531,2106.063545411864,1
frye3,2106.927867465876,2108.574548789209,1
frye1,2107.8444178990285,2109.5583673781116,1
frye3,2111.432510444095,2112.7229417672615,1
frye1,2111.491806232473,2113.117434373073,1
frye1,2115.1139334314557,2116.8376086258195,1
frye3,2115.7513949489858,2117.375992939086,1
frye1,2118.856278217836,2120.630775705436,1
frye3,2121.0222916296852,2122.487053718102,1
frye1,2122.8056795979983,2124.447011256398,1
frye3,2126.0509408848166,2127.4800866134,1
frye1,2126.453067931443,2128.1801931407763,1
frye1,2130.6115552670262,2132.2912606119353,1
frye3,2130.8442709069363,2132.5194537552698,1
frye1,2133.0508914135976,2134.8253889011976,1
frye1,2135.2715230985104,2136.8971512391104,1
frye3,2135.7514489783553,2137.7390765743553,1
frye1,2138.736163856521,2140.4330859671213,1
frye1,2141.855733314078,2143.569682793161,1
frye3,2142.1987575891485,2143.489188912315,1
frye1,2145.2708039192776,2146.9505092641866,1
frye3,2147.655412743177,2149.0845584717604,1
frye1,2149.243437072265,2150.970562281598,1
frye3,2152.2297151488942,2153.886183868048,1
frye1,2153.2049679252145,2154.8462995836144,1
frye1,2156.398823102207,2158.173320589807,1
frye3,2158.1739862954105,2159.849169143744,1
frye1,2162.056118478612,2163.681746619212,1
frye3,2165.511445991891,2167.4863203638,1
frye1,2167.3603564346145,2169.084031628978,1
frye3,2170.8055624817566,2172.095993804923,1
frye1,2173.3347854912586,2175.0144908361676,1
frye3,2173.3365216808597,2174.7170802003598,1
frye1,2176.9381494326367,2178.66527464197,1
frye3,2177.7715052315802,2179.4244435701803,1
frye1,2181.3497471157066,2183.0636965947897,1
frye3,2182.5315661106265,2183.996328199043,1
frye1,2185.627434409851,2187.253062550451,1
frye3,2187.2916269896727,2188.9480957088267,1
frye1,2187.772872460969,2189.547369948569,1
frye1,2190.83977781907,2192.48110947747,1
frye3,2193.0501396628597,2194.725322511193,1
frye1,2194.4848702526733,2196.1817923632734,1
frye1,2199.3366139760224,2201.0163193209314,1
frye3,2200.7430942793335,2202.7179686512427,1
frye1,2202.9785276153043,2204.7530251029043,1
frye3,2205.7281554675387,2207.1573011961223,1
frye1,2207.196324619228,2208.919999813592,1
frye1,2210.020505109888,2211.6461332504878,1
frye3,2210.27923806409,2211.5696693872565,1
frye1,2213.866706092449,2215.5938313017823,1
frye3,2215.5501347447894,2217.2030730833894,1
frye3,2220.2405361963374,2221.705298284754,1
frye3,2225.3488942128747,2227.0053629320287,1
frye1,2225.6064175870897,2226.87526180809,1
frye3,2230.3411531835814,2232.0163360319148,1
frye3,2236.587281849256,2238.2339631725895,1
frye3,2241.440221964967,2242.7306532881335,1
frye3,2247.616691203143,2249.241289193243,1
frye3,2255.116689563787,2256.5814516522037,1
frye3,2261.525356893624,2263.181825612778,1
frye3,2267.399968612642,2269.0751514609756,1
frye3,2273.0331762259157,2275.0208038219157,1
frye3,2280.2869626998154,2281.577394022982,1
frye1,2284.6953857647327,2286.4698832523327,1
frye4,2288.854129246234,2290.6174152827343,1
frye3,2291.350435109611,2292.7795808381948,1
frye4,2292.4181571250742,2294.153239236347,1
frye3,2294.567145336953,2296.03190742537,1
frye4,2296.879857861163,2298.319893715092,1
frye3,2299.373645834332,2301.030114553486,1
frye4,2301.0482572443475,2302.8523895500143,1
frye1,2304.571070176788,2306.2981953861213,1
frye4,2305.234434627825,2306.760381523007,1
frye1,2308.31138560153,2309.95271725993,1
frye3,2308.661569500763,2310.3367523490965,1
frye4,2310.5404805005305,2312.0145638724307,1
frye1,2311.470906705661,2313.184856184744,1
frye3,2314.2111038914554,2315.8577852147887,1
frye4,2315.0110690876722,2316.266404838872,1
frye1,2315.5596987227705,2317.2566208333706,1
frye3,2318.158471449689,2319.4489027728555,1
frye4,2319.1439193708384,2320.618002742738,1
frye1,2319.4161730116352,2320.899309849789,1
frye1,2322.552462342941,2324.326959830541,1
frye3,2323.266829466226,2324.9197678048263,1
frye4,2323.4011989354117,2325.1362810466844,1
frye1,2326.501863723104,2328.1987858337043,1
frye4,2327.8628996715,2329.302935525429,1
frye3,2330.0237939335548,2331.698976781888,1
frye1,2330.706814604336,2332.332442744936,1
frye4,2331.8624322038872,2333.3365155757874,1
frye1,2334.307739392132,2336.0348646014654,1
frye4,2335.470898713667,2337.2341847501666,1
frye3,2335.6778466594888,2337.652721031398,1
frye1,2338.3965314092416,2340.0378630676414,1
frye4,2339.6748517972487,2341.2007986924305,1
frye3,2342.0052154632513,2343.469977551668,1
frye1,2342.090383288335,2343.804332767418,1
frye4,2344.438738815784,2346.1738209270566,1
frye1,2346.1559435326203,2347.8528656432204,1
frye3,2347.3457715714494,2349.0022402906034,1
frye4,2349.7092339086025,2351.1129686945023,1
frye1,2349.8033318660646,2351.5778293536646,1
frye4,2353.4599066395344,2354.715242390734,1
frye1,2353.892123883175,2355.571829228084,1
frye3,2354.9386491687565,2356.61383201709,1
frye1,2357.098108532954,2358.795030643554,1
frye4,2357.3616722010283,2358.835755572928,1
frye3,2360.441743941117,2362.094682279717,1
frye4,2361.9478028378453,2363.7110888743455,1
frye1,2364.4625805183164,2366.1765299973995,1
frye4,2366.080653122012,2367.5206889759406,1
frye1,2367.784724032218,2369.410352172818,1
frye3,2368.150720584255,2369.4411519074215,1
frye4,2370.7023345397156,2372.5064668453824,1
frye1,2371.060404000471,2372.7875292098042,1
frye3,2374.177847659522,2375.6069933881054,1
frye1,2375.2421231088783,2377.0166205964783,1
frye4,2375.3684558269997,2376.8944027221814,1
frye3,2378.7157337548206,2380.180495843237,1
frye4,2378.7813896346356,2380.5446756711353,1
frye1,2378.866279669499,2380.5076113278988,1
frye1,2382.3045820475227,2384.018531526606,1
frye4,2382.914239918802,2384.649322030075,1
frye3,2384.149169099683,2385.5783148282667,1
frye1,2385.975202153792,2387.672124264392,1
frye4,2386.931548151293,2388.405631523193,1
frye3,2389.0485488337254,2390.7050175528793,1
frye1,2389.971067079604,2391.745564567204,1
frye4,2391.322143785776,2392.725878571676,1
frye1,2393.688150731521,2395.36785607643,1
frye3,2395.944832156051,2397.620015004384,1
frye4,2396.850386530101,2398.2904223840296,1
frye1,2397.033526018248,2398.760651227581,1
frye1,2400.6182541506278,2402.2595858090276,1
frye4,2400.9743483438947,2402.7784806495615,1
frye1,2403.8404354558224,2405.5543849349056,1
frye4,2404.938329476074,2406.464276371256,1
frye1,2407.34843315232,2409.0721083466838,1
frye4,2408.3779274541866,2410.141213490687,1
frye1,2410.9493579401155,2412.676483149449,1
frye3,2411.0841477323333,2412.7087457224334,1
frye4,2413.292907923605,2415.027990034878,1
frye1,2415.409858322417,2417.035486463017,1
frye3,2416.540802886362,2418.0055649747787,1
frye4,2418.4123095655405,2419.66764531674,1
frye1,2418.639074745021,2420.413572232621,1
frye4,2421.7097019418215,2423.1837853137213,1
frye1,2422.2864630784657,2423.9833851890658,1
frye4,2425.8692151558225,2427.6733474614894,1
frye1,2425.9106196390853,2427.5903249839944,1
frye3,2426.7575189194363,2428.4139876385902,1
frye1,2429.1862996073382,2430.9607970949382,1
frye4,2430.197598141133,2431.7235450363146,1
frye3,2432.957207966779,2434.6323908151126,1
frye1,2433.18216453315,2434.8745507044578,1
frye4,2435.583634665306,2437.0577180372056,1
frye1,2436.3416856372805,2438.0556351163636,1
frye1,2439.75675624248,2441.39808790088,1
frye4,2439.79647559894,2441.236511452869,1
frye4,2443.2538492771564,2444.657584063056,1
frye1,2443.2879857118023,2445.0624831994023,1
frye3,2443.573783190611,2445.561410786611,1
frye4,2446.88009148704,2448.6151735983126,1
frye1,2447.1909235463163,2448.9180487556496,1
frye4,2451.066268870518,2452.829554907018,1
frye1,2452.02313229381,2453.6487604344097,1
frye3,2452.0671109104615,2453.357542233628,1
frye1,2455.252348716413,2457.026846204013,1
frye4,2455.2702219540997,2456.5255577052994,1
frye3,2457.573783883077,2459.0029296116604,1
frye1,2458.435101593368,2460.1587767877318,1
frye4,2458.5320623108523,2460.0061456827525,1
frye4,2462.478267742927,2464.2133498542,1
frye4,2466.744435777873,2468.5077218143733,1
frye1,2467.785094872844,2469.5122200821775,1
frye3,2468.228098090052,2469.884566809206,1
frye4,2472.663741625295,2474.189688520477,1
frye3,2475.0082823665466,2476.473044454963,1
frye1,2475.812467666085,2477.453799324485,1
frye4,2477.8720217667496,2479.6761540724165,1
frye1,2479.863652234324,2481.577601713407,1
frye4,2481.933768630179,2483.459715525361,1
frye3,2485.4107568729496,2487.0636952115497,1
frye1,2485.732434662141,2487.429356772741,1
frye4,2487.373132873985,2488.776867659885,1
frye1,2489.983849089022,2491.758346576622,1
frye3,2490.7513129811477,2492.426495829481,1
frye4,2492.8124964984704,2494.252532352399,1
frye1,2496.777186187078,2498.402814327678,1
frye3,2498.6854592334093,2500.6603336053186,1
frye1,2505.9938627102065,2507.7209879195398,1
frye3,2508.7466650848583,2510.037096408025,1
frye1,2512.0020340000565,2513.6817393449655,1
frye3,2517.4076539038056,2519.0322518939056,1
frye3,2525.033175367317,2526.497937455734,1
frye4,2525.413128703136,2527.1791604078358,1
frye4,2528.5594276285337,2530.322713665034,1
frye4,2531.9723620564905,2533.7074441677632,1
frye3,2532.2218921517633,2533.8783608709173,1
frye4,2535.5275020852787,2536.9675379392074,1
frye4,2538.6382489901475,2540.4423812958144,1
frye3,2541.6259148640247,2543.301097712358,1
frye4,2542.0245198679486,2543.5504667631303,1
frye4,2545.561884196633,2547.3251702331327,1
frye3,2548.94015475134,2550.3693004799234,1
frye4,2549.3836591076592,2551.118741218932,1
frye4,2553.1343318375903,2554.90036354229,1
frye4,2557.809340975927,2559.064676727127,1
frye3,2559.6444867769014,2561.3009554960554,1
frye4,2561.7466579376296,2563.1503927235294,1
frye1,2565.369645814158,2567.144143301758,1
frye4,2565.683975519652,2567.2099224148337,1
frye3,2567.9571784583572,2569.421940546774,1
frye1,2569.74690018361,2571.3882318420096,1
frye4,2569.8612650540786,2571.3013009080073,1
frye4,2573.1497689609873,2574.953901266654,1
frye3,2575.480396628167,2577.133334966767,1
frye4,2577.1137500921654,2578.877036128665,1
frye1,2580.643375020401,2582.3670502147647,1
frye4,2580.8288714228897,2582.3548183180715,1
frye3,2582.8178563246474,2584.108287647814,1
frye4,2584.8372911850074,2586.603322889707,1
frye1,2584.971745895507,2586.597374036107,1
frye4,2588.4457583141075,2590.18084042538,1
frye3,2590.782250868612,2592.4068488587122,1
frye1,2591.708720376252,2593.4358455855854,1
frye4,2594.8805611474136,2596.6438471839137,1
frye1,2596.205960398709,2597.885665743618,1
frye3,2596.969724433498,2598.6449072818314,1
frye1,2599.9398298673204,2601.7143273549204,1
frye4,2599.9821870882442,2601.422222942173,1
frye1,2604.0592692825344,2605.7561913931345,1
frye4,2604.2572423529214,2605.7313257248215,1
